;storm_code;shear_kt;sst_c;rh_pct;heat_content;storm_bearing_deg;storm_motion_kt;lat_hurdat2;lon_hurdat2;lat_s;lon_s
2795;AL042019;15;26.6;30;3;105;14;38.5;-42.9;38.4;-42.9
2796;AL042019;13;25.8;32;0;110;12;38;-41.8;38;-42.1
2797;AL042019;8;25.6;35;0;135;8;37.5;-41.2;37.4;-41.1
2798;AL042019;6;25.9;36;0;145;7;36.9;-40.9;36.9;-40.9
2799;AL042019;3;26.4;36;2;165;5;36.3;-40.8;36.4;-40.8
2800;AL042019;8;26.7;36;1;180;5;35.7;-40.9;35.8;-40.8
2801;AL052019;16;27.9;42;11;275;11;10.4;-47.5;10.3;-47.4
2802;AL052019;13;27.9;43;11;280;11;10.6;-48.7;10.6;-48.6
2803;AL052019;8;28;42;12;280;11;10.8;-49.9;10.8;-49.7
2804;AL052019;7;28;40;12;280;12;11;-51;10.9;-51
2805;AL052019;6;28.1;39;12;280;12;11.2;-52.3;11.1;-52.3
2806;AL052019;5;28.3;38;17;280;12;11.4;-53.5;11.4;-53.5
2807;AL052019;5;28.4;39;24;280;12;11.6;-54.7;11.6;-54.7
2808;AL052019;3;28.5;41;33;280;12;11.9;-56;11.8;-55.8
2809;AL052019;2;28.8;43;51;285;12;12.2;-57.2;12.1;-57.1
2810;AL052019;3;28.8;42;53;290;12;12.6;-58.3;12.5;-58.3
2811;AL052019;1;28.7;44;40;290;11;13;-59.2;13;-59.2
2812;AL052019;1;28.8;45;38;290;11;13.5;-60.2;13.3;-60.2
2813;AL052019;2;29;45;47;295;11;14.2;-61.2;14;-61.3
2814;AL052019;2;28.9;45;47;300;11;15;-62;15;-62
2815;AL052019;7;28.8;47;43;310;11;15.7;-62.8;15.8;-62.7
2816;AL052019;7;28.9;43;40;310;11;16.4;-63.5;16.4;-63.5
2817;AL052019;4;28.6;45;45;315;10;17.3;-64.2;17.1;-64.1
2818;AL052019;7;29.1;44;66;320;11;18.4;-65.1;18.3;-65.1
2819;AL052019;10;29;50;70;325;11;19.2;-65.7;19.2;-65.7
2820;AL052019;11;29.1;51;81;325;11;20;-66.3;20;-66.4
2821;AL052019;7;29.2;53;85;330;11;21;-66.9;21;-66.9
2822;AL052019;6;29.4;56;72;335;11;22;-67.4;22.1;-67.4
2823;AL052019;9;29.5;56;45;330;11;22.8;-68;22.8;-68
2824;AL052019;10;29.5;57;44;320;10;23.5;-68.8;23.5;-68.8
2825;AL052019;6;29.3;57;45;320;10;24.3;-69.5;24.2;-69.4
2826;AL052019;5;29.3;58;46;315;10;24.8;-70.3;24.8;-70.3
2827;AL052019;8;29.2;59;40;305;9;25.3;-71.1;25.3;-71
2828;AL052019;10;29.1;58;34;295;10;25.6;-72.1;25.7;-72.1
2829;AL052019;11;29.1;57;41;295;9;25.9;-73;25.9;-73
2830;AL052019;8;29.1;57;52;280;9;26.1;-74;26.1;-74
2831;AL052019;9;29.2;61;56;280;7;26.3;-74.7;26.2;-74.7
2832;AL052019;12;29.3;60;56;280;7;26.4;-75.6;26.4;-75.6
2833;AL052019;11;29.7;62;65;275;8;26.5;-76.5;26.5;-76.5
2834;AL052019;5;29.9;67;69;275;7;26.5;-77.1;26.5;-77.1
2835;AL052019;7;30.1;67;75;275;6;26.6;-77.7;26.6;-77.7
2836;AL052019;11;30.2;64;82;270;2;26.6;-78;26.6;-78.1
2837;AL052019;15;30;65;80;285;2;26.7;-78.3;26.7;-78.2
2838;AL052019;12;30.1;67;80;290;2;26.8;-78.4;26.8;-78.4
2839;AL052019;11;30.1;67;80;0;0;26.9;-78.5;26.8;-78.4
2840;AL052019;15;30.1;65;80;0;0;27;-78.5;26.9;-78.4
2841;AL052019;15;29.6;62;90;325;1;27.1;-78.5;27.1;-78.4
2842;AL052019;11;29.4;61;89;325;5;27.6;-78.6;27.5;-78.7
2843;AL052019;11;29.5;58;90;340;5;28.1;-78.8;28.1;-78.8
2844;AL052019;10;29.7;53;66;340;7;28.8;-79.2;28.8;-79.2
2845;AL052019;10;29.4;49;53;335;8;29.5;-79.6;29.5;-79.6
2846;AL052019;15;29.4;49;57;345;7;30.1;-79.7;30.2;-79.7
2847;AL052019;21;29.2;44;46;350;7;30.7;-79.7;31;-79.7
2848;AL052019;21;28.9;39;36;0;6;31.4;-79.6;31.4;-79.6
2849;AL052019;19;28.4;40;26;15;7;32.1;-79.2;32.1;-79.2
2850;AL052019;15;28.1;37;19;25;8;32.7;-78.9;32.7;-78.9
2851;AL052019;14;27.9;39;18;35;8;33.4;-77.9;33.4;-77.9
2852;AL052019;14;27.8;39;14;50;11;34.1;-76.9;34.1;-76.9
2853;AL052019;15;27.4;38;8;45;13;35.1;-75.7;35.1;-75.7
2854;AL052019;20;27.6;40;17;50;19;36.2;-73.7;36.3;-73.7
2855;AL052019;28;27.1;46;6;50;19;37.4;-71.2;37.5;-71.2
2856;AL052019;37;26.3;50;0;55;22;38.9;-68.9;38.8;-69.1
2857;AL052019;47;20;53;0;45;25;40.8;-66.9;40.9;-66.9
2858;AL052019;51;20.7;47;0;40;26;42.8;-64.6;42.8;-64.6
2859;AL052019;59;18.5;49;0;35;26;45.2;-62.9;45.2;-62.9
2860;AL052019;62;16.3;54;0;20;26;47.6;-61.9;47.6;-61.9
2861;AL052019;54;12.2;51;0;25;22;49.4;-60.4;49.4;-60.4
2862;AL052019;48;10.9;52;0;40;20;50.8;-57.9;50.6;-58.5
2863;AL052019;49;10;53;0;70;19;51.6;-54.8;51.6;-55.5
2864;AL062019;12;29;53;25;60;6;31.5;-72.5;31.7;-72.6
2865;AL062019;14;29;53;24;100;3;31.2;-72.2;31.4;-72.3
2866;AL062019;17;28.9;54;23;115;3;30.9;-71.7;31.1;-71.8
2867;AL062019;20;28.8;55;23;110;4;30.9;-71.1;31.1;-71.2
2868;AL062019;18;28.5;57;20;80;2;31.3;-71.6;31.5;-71.7
2869;AL062019;16;28.6;58;21;335;1;31.7;-72;31.5;-72
2870;AL062019;18;28.3;60;20;325;4;32.2;-72.4;32.1;-72.2
2871;AL062019;18;27.7;58;17;335;9;33;-72.9;33.1;-72.8
2872;AL062019;12;27.5;61;19;350;9;33.9;-73;34;-72.9
2873;AL062019;7;27.5;56;19;355;9;34.8;-72.6;34.8;-72.6
2874;AL062019;12;27.3;49;26;20;8;35.6;-72.1;35.5;-72.3
2875;AL072019;14;30.7;62;76;260;6;23.4;-94.7;23.6;-94.6
2876;AL072019;20;30.6;64;72;260;7;23.2;-95.4;23.4;-95.5
2877;AL072019;15;30.6;64;77;260;7;23.1;-96.1;23.2;-96.2
2878;AL072019;14;30.6;64;76;260;5;23.4;-96.8;23;-96.6
2879;AL072019;14;29.7;64;45;295;7;24;-97.2;24;-97.2
2880;AL072019;12;28.5;65;21;290;8;24.3;-98;24.3;-98.1
2881;AL072019;6;28.1;65;12;300;7;24.7;-98.6;24.7;-98.6
2882;AL082019;9;26.5;64;7;320;10;18.1;-32.1;18.8;-32
2883;AL082019;9;26.5;61;6;315;7;18.7;-32.6;18.9;-32.6
2884;AL082019;11;26.3;57;4;310;10;19.5;-33.2;19.4;-33.4
2885;AL082019;9;26.4;51;4;320;9;20.1;-33.6;20.2;-33.6
2886;AL082019;13;26.5;46;6;325;8;20.5;-33.7;20.7;-33.8
2887;AL082019;14;26.7;45;8;335;6;20.8;-33.9;21.2;-34.2
2888;AL082019;19;26.6;44;5;325;6;21.5;-34.5;21.5;-34.6
2889;AL082019;22;26.6;42;3;320;9;22.3;-35.2;22.3;-35.2
2890;AL082019;23;26.8;42;4;325;8;22.9;-35.6;22.9;-35.6
2891;AL082019;28;26.9;45;3;330;9;23.8;-36.2;23.8;-36.2
2892;AL082019;31;27.3;46;7;325;10;25;-37.1;24.9;-37.1
2893;AL082019;36;27.7;44;15;330;15;26.2;-38;26.7;-38.1
2894;AL082019;34;27.8;41;11;325;14;27.4;-39;27.4;-39.1
2895;AL082019;25;28.8;44;18;325;16;29;-40.1;28.8;-40.2
2896;AL082019;5;28.2;40;10;325;17;30.5;-41.6;30.5;-41.4
2897;AL082019;14;28.1;39;12;295;20;31;-43.9;31.1;-44
2898;AL082019;19;28.1;37;10;290;17;31.5;-45.8;31.5;-45.8
2899;AL082019;19;29.1;40;19;285;15;31.8;-47.4;31.8;-47.4
2900;AL082019;17;29.3;40;21;300;12;32.3;-48.4;32.4;-48.3
2901;AL082019;21;28.4;41;14;305;11;33.2;-49;33.2;-49
2902;AL082019;21;27.9;42;13;340;13;34.5;-49.3;34.6;-49.3
2903;AL082019;18;27.6;42;10;0;13;35.8;-49.3;35.9;-49.3
2904;AL082019;15;27.3;41;7;5;13;37.1;-48.9;37.1;-49
2905;AL082019;29;25;36;0;55;21;41.4;-44.2;41.6;-44.2
2906;AL082019;34;24.3;32;0;55;23;42.4;-41.7;42.8;-41.5
2907;AL092019;18;29.1;57;94;310;2;23.8;-74.3;23.7;-74.4
2908;AL092019;19;29;55;92;320;5;24.2;-74.4;24.3;-74.9
2909;AL092019;14;29.1;53;78;330;6;24.7;-74.5;25;-75.2
2910;AL092019;13;29;51;63;350;6;25.2;-74.7;25.4;-74.7
2911;AL092019;15;29.1;52;65;320;5;25.6;-75.2;25.5;-75
2912;AL092019;17;29;51;62;310;5;26;-75.9;25.9;-75.7
2913;AL092019;9;28.2;51;39;305;7;26.5;-76.5;26.5;-76.6
2914;AL092019;11;28.4;57;35;310;8;27;-77;27.1;-77.1
2915;AL092019;15;28.3;56;34;335;5;27.5;-77.3;27.4;-77.2
2916;AL092019;16;28.1;55;35;335;6;28;-77.6;28;-77.6
2917;AL092019;13;28.1;58;39;345;6;28.6;-77.9;28.6;-77.8
2918;AL092019;15;28.3;61;45;350;5;29.1;-78.1;29.1;-78
2919;AL092019;17;28.3;59;43;40;3;29.2;-77.8;29.3;-77.8
2920;AL092019;20;28.1;57;37;40;3;29.5;-77.3;29.6;-77.5
2921;AL092019;18;28.1;56;29;75;6;29.8;-76.7;29.8;-76.8
2922;AL092019;14;28.2;54;27;65;5;30.1;-76.1;30.1;-76.2
2923;AL092019;18;28.4;51;24;70;6;30.3;-75.4;30.3;-75.5
2924;AL092019;23;28.6;50;24;70;6;30.5;-74.7;30.5;-74.7
2925;AL092019;26;28.6;46;21;75;7;30.7;-73.8;30.6;-73.9
2926;AL092019;28;28.6;47;26;75;8;30.9;-72.9;30.9;-72.9
2927;AL092019;29;28.7;47;30;75;10;31.2;-71.6;31.2;-71.6
2928;AL092019;35;28.9;42;37;75;11;31.5;-70.3;31.5;-70.3
2929;AL092019;32;28.8;38;31;75;13;32;-68.8;31.9;-68.8
2930;AL092019;38;28.5;37;33;70;14;32.5;-67.2;32.4;-67.2
2931;AL092019;47;27.9;38;12;65;17;33.2;-65;33.2;-65
2932;AL092019;57;27.2;40;15;60;19;34.5;-62.9;34.5;-62.9
2933;AL092019;62;27;42;7;55;21;36;-60.8;36;-60.8
2934;AL092019;56;26.2;43;2;35;21;37.7;-59.3;37.7;-59.3
2935;AL092019;53;26.8;39;13;35;20;39.1;-58.5;39.2;-58.4
2936;AL102019;12;28.2;53;26;290;10;13;-44.4;12.8;-44.6
2937;AL102019;10;28.1;54;27;285;8;13.3;-45.4;13.2;-45.2
2938;AL102019;9;28.4;53;35;285;9;13.6;-46.3;13.5;-46.2
2939;AL102019;8;28.5;51;47;290;10;14;-47.4;13.9;-47.2
2940;AL102019;6;28.5;48;44;290;12;14.4;-48.6;14.4;-48.5
2941;AL102019;4;28.5;48;30;290;13;14.8;-49.9;14.8;-49.9
2942;AL102019;7;28.5;47;26;290;13;15.2;-51.2;15.2;-51.2
2943;AL102019;9;28.6;47;30;290;13;15.8;-52.5;15.7;-52.6
2944;AL102019;13;28.7;47;37;295;14;16.5;-53.8;16.4;-53.9
2945;AL102019;14;29.2;46;46;300;14;17.2;-55.2;17.2;-55.2
2946;AL102019;16;29.4;48;45;295;13;17.7;-56.6;17.7;-56.5
2947;AL102019;18;29.3;50;40;290;14;18.1;-58.1;18.1;-58
2948;AL102019;18;29.5;50;49;290;15;18.5;-59.7;18.5;-59.6
2949;AL102019;18;29.6;53;60;295;16;19.2;-61.2;19.2;-61.2
2950;AL102019;18;29.5;57;78;295;15;20.1;-62.4;19.9;-62.5
2951;AL102019;21;29.6;60;71;315;15;21;-63.5;21;-63.5
2952;AL102019;19;29.6;63;61;315;12;21.7;-64.5;21.7;-64.3
2953;AL102019;19;29.5;65;48;310;12;22.5;-65.5;22.5;-65.5
2954;AL102019;19;29.5;68;34;325;13;23.6;-66.1;23.7;-66
2955;AL102019;19;29.5;65;30;325;12;24.5;-66.5;24.5;-66.6
2956;AL102019;24;29.3;62;28;340;9;25.4;-66.6;25.3;-66.6
2957;AL102019;28;29;59;27;340;9;26.3;-66.8;26.3;-66.9
2958;AL102019;35;28.9;54;31;345;9;27;-67.2;27.1;-67.1
2959;AL102019;41;28.8;54;31;335;8;27.4;-67.7;27.5;-67.6
2960;AL102019;37;28.4;56;26;325;6;27.7;-68;27.8;-67.9
2961;AL102019;31;28.1;58;22;330;5;28.2;-68.3;28.2;-68.2
2962;AL102019;30;27.8;57;17;335;4;28.9;-68.6;28.7;-68.3
2963;AL102019;19;27.3;55;10;345;6;29.7;-68.9;29.5;-68.4
2964;AL102019;9;25.7;54;0;350;8;30.5;-69.1;30.6;-69.1
2965;AL102019;6;25.4;54;0;10;5;30.9;-69.1;30.9;-69.1
2966;AL102019;12;25.4;50;0;20;4;31.3;-68.9;31.3;-68.9
2967;AL102019;11;25.8;47;0;50;5;31.6;-68.4;31.6;-68.4
2968;AL102019;12;27;44;11;60;8;31.8;-67.4;31.9;-67.4
2969;AL102019;18;27;45;10;70;11;32;-66.1;32.1;-66.1
2970;AL112019;7;29.8;47;52;5;6;29;-95.4;29;-95.3
2971;AL112019;10;30.3;46;18;350;6;29.5;-95.5;29.6;-95.5
2972;AL122019;20;29.2;67;41;285;11;12.1;-61.1;12.1;-61.1
2973;AL122019;14;29.4;69;50;295;12;12.5;-62.2;12.7;-62.3
2974;AL122019;15;29.7;69;54;290;11;13;-63.2;12.9;-63.2
2975;AL122019;21;29.7;69;54;315;7;13.7;-64.1;13.3;-63.7
2976;AL122019;26;29.8;67;58;320;10;14.4;-64.8;14.4;-64.5
2977;AL122019;24;29.8;67;74;325;12;15.1;-65.4;15.5;-65.4
2978;AL122019;21;29.7;68;80;325;9;15.7;-65.7;15.9;-65.7
2979;AL122019;20;29.6;69;85;355;6;16.4;-65.8;16.3;-65.7
2980;AL122019;20;29.5;70;87;0;7;17;-65.8;17.1;-65.7
2981;AL122019;18;29.6;71;81;350;6;17.7;-65.6;17.5;-65.9
2982;AL122019;12;29.5;70;62;15;8;18.5;-65.2;18.5;-65.1
2983;AL122019;11;29.6;69;68;0;14;19.7;-65;19.9;-65.1
2984;AL122019;13;29.3;69;69;0;13;21;-64.8;21.1;-65
2985;AL122019;17;29;68;44;15;12;22.3;-64.5;22.3;-64.5
2986;AL122019;14;29.1;69;34;20;14;23.6;-64.2;23.8;-63.8
2987;AL122019;13;29.1;66;35;15;13;24.8;-64;25;-63.7
2988;AL122019;13;28.5;63;28;10;13;25.9;-63.7;26.2;-63.5
2989;AL122019;11;28.3;60;23;20;11;26.9;-63.1;26.9;-63.2
2990;AL122019;11;28.4;57;30;30;10;27.7;-62.3;27.6;-62.4
2991;AL122019;15;28.7;56;42;50;9;28.3;-61.2;28.1;-61.5
2992;AL122019;15;28.5;53;34;65;10;28.8;-60;28.6;-60.2
2993;AL132019;7;29;79;10;270;12;11;-20.4;10.8;-20.2
2994;AL132019;7;28.6;77;9;270;12;11;-21.9;10.8;-21.5
2995;AL132019;4;28.6;76;11;275;15;11.1;-23.3;11.1;-23.3
2996;AL132019;3;28.6;76;11;275;14;11.2;-24.6;11.2;-24.8
2997;AL132019;5;28.8;75;13;275;14;11.4;-25.9;11.4;-26.2
2998;AL132019;5;28.7;73;11;285;13;11.8;-27.2;11.8;-27.3
2999;AL132019;9;28.7;72;11;290;13;12.2;-28.7;12.2;-28.6
3000;AL132019;10;28.4;70;15;285;15;12.6;-30.2;12.6;-30.3
3001;AL132019;9;28.3;71;15;285;15;13;-31.6;13;-31.7
3002;AL132019;6;28;71;15;285;15;13.4;-33;13.4;-33.2
3003;AL132019;5;27.6;73;12;285;15;13.9;-34.5;13.8;-34.5
3004;AL132019;4;27.6;71;11;285;16;14.4;-36;14.3;-36.3
3005;AL132019;3;27.9;71;23;285;15;14.5;-37.5;14.5;-37.6
3006;AL132019;3;27.8;70;25;280;13;14.7;-38.8;14.8;-38.8
3007;AL132019;5;27.5;69;17;290;11;15.2;-39.8;15.2;-39.8
3008;AL132019;4;27.3;72;12;305;10;16;-40.6;15.9;-40.5
3009;AL132019;10;27;71;6;315;11;17.1;-41.2;17.1;-41.2
3010;AL132019;17;27;69;7;330;12;18.1;-41.9;18.1;-41.8
3011;AL132019;17;27.5;64;14;325;12;18.9;-42.7;19;-42.7
3012;AL132019;10;27.7;65;30;325;11;19.6;-43.5;19.8;-43.3
3013;AL132019;11;27.6;61;36;320;10;20.3;-44.2;20.4;-44
3014;AL132019;14;27.6;59;30;325;8;21.1;-44.6;20.9;-44.6
3015;AL132019;20;27.6;58;31;350;9;22;-44.9;22;-44.6
3016;AL132019;21;27.8;58;28;350;9;22.9;-45;22.9;-45
3017;AL132019;15;27.9;61;19;355;9;23.8;-45;23.8;-45
3018;AL132019;14;28;65;16;10;9;24.7;-45;24.7;-44.7
3019;AL132019;16;27.8;65;13;10;9;25.6;-44.8;25.5;-44.5
3020;AL132019;20;27.8;66;11;15;9;26.4;-44.4;26.4;-44.4
3021;AL132019;20;27.7;63;9;20;9;27.2;-44;27.1;-43.8
3022;AL132019;13;27.7;63;8;20;11;28.2;-43.6;28.2;-43.3
3023;AL132019;15;27.6;62;8;20;11;29.2;-43.2;29.4;-42.9
3024;AL132019;10;27.5;61;10;20;11;30.2;-42.7;30.3;-42.6
3025;AL132019;7;27;58;6;20;12;31.2;-41.9;31.3;-41.9
3026;AL132019;10;26;58;0;45;18;32.6;-40.7;32.7;-40.5
3027;AL132019;10;26.2;50;0;40;20;34.3;-39;34.3;-39
3028;AL132019;18;24.9;43;0;40;22;35.9;-36.8;35.9;-36.8
3029;AL132019;32;21.8;38;0;40;37;40.2;-31.4;40.9;-31
3030;AL132019;42;20;35;0;40;34;43;-28;43;-28
3031;AL142019;37;23.3;38;0;300;3;38.6;-69.4;38.6;-69.7
3032;AL142019;22;24.4;38;0;180;4;38.2;-69.7;38.2;-69.7
3033;AL142019;23;26.6;36;19;135;6;37.8;-69.1;37.7;-69.1
3034;AL142019;18;26.5;36;13;55;6;37.9;-68.4;38;-68.5
3035;AL142019;16;26.8;37;18;80;6;38;-67.5;38.3;-67.5
3036;AL142019;18;25.8;36;1;75;8;38.2;-66.3;38.2;-66.3
3037;AL142019;22;23.2;37;0;80;11;38.6;-64.9;38.4;-64.8
3038;AL142019;19;23.5;40;0;65;12;39.1;-63.5;39.1;-63.5
3039;AL142019;19;24.8;42;0;80;14;39.5;-61.7;39.5;-61.7
3040;AL142019;20;25.1;41;0;80;15;39.7;-59.8;39.7;-59.8
3041;AL142019;24;22.4;39;0;80;15;40;-57.9;40;-57.9
3042;AL142019;24;23.9;38;0;75;17;40.5;-55.5;40.5;-55.3
3043;AL142019;26;22.9;36;0;75;18;40.8;-52.9;40.8;-53
3044;AL152019;3;28.6;62;9;300;7;13.3;-20;13;-19.9
3045;AL152019;5;28.1;60;7;320;10;14.2;-20.4;14.2;-20.5
3046;AL152019;8;27.6;59;6;335;10;15;-21;15.1;-20.8
3047;AL152019;8;27.3;58;4;330;8;15.7;-21.7;15.3;-21.3
3048;AL152019;16;26.1;53;0;320;10;16.3;-22.6;16.5;-22.6
3049;AL152019;18;26.1;49;1;300;9;17;-23.4;16.6;-23.4
3050;AL152019;21;26.1;49;2;305;8;17.6;-24.4;17;-23.8
3051;AL162019;15;29.8;73;72;5;6;22.6;-95.2;22.6;-95.4
3052;AL162019;22;29.7;68;62;40;8;23.2;-94.5;23.4;-94.6
3053;AL162019;28;29.8;63;72;50;10;24.1;-93;24.1;-93.2
3054;AL162019;28;29.3;60;132;55;19;25.2;-91.2;25.2;-91.2
3055;AL162019;30;28.9;54;44;55;19;26.4;-89.4;26.4;-89.2
3056;AL162019;33;28.7;49;46;45;20;27.8;-87.8;27.9;-87.7
3057;AL162019;33;28.6;50;23;50;18;28.6;-87.1;28.7;-86.5
3058;AL162019;39;28.8;50;23;60;15;29.3;-86.4;29.5;-86.8
3059;AL162019;38;28.8;57;27;65;20;30.2;-85.4;29.8;-85
3060;AL172019;27;28.8;69;32;5;12;24.7;-94.8;24.7;-94.8
3061;AL172019;34;28.5;64;24;35;13;25.9;-93.6;25.9;-93.6
3062;AL172019;39;28.7;58;19;40;15;27;-92.5;27;-92.5
3063;AL182019;31;22;46;0;90;6;35.9;-32.7;36;-32.7
3064;AL182019;31;22.4;45;0;120;8;35.5;-31.8;35.6;-31.8
3065;AL182019;34;22.8;44;0;110;8;35.2;-30.7;35.3;-30.7
3066;AL182019;42;22.9;42;0;100;11;35.1;-29.1;35.1;-29.1
3067;AL182019;41;22.6;44;0;70;22;35.6;-26.6;35.9;-26.6
3068;AL182019;39;22;50;0;55;24;37;-23.8;37.2;-23.8
3069;AL182019;33;20;54;0;50;35;39.5;-20.7;39.6;-20.8
3070;AL182019;24;18.6;56;0;35;31;41.9;-18.8;41.9;-18.8
3071;AL182019;19;17.7;53;0;30;25;44.1;-17.3;44.1;-17.4
3072;AL182019;24;17.4;52;0;10;16;45.5;-17;45.6;-17.1
3073;AL182019;25;16.5;48;0;335;8;46.3;-17.6;46.4;-17.5
3074;AL182019;27;16.2;45;0;350;3;46.5;-17.9;46.6;-17.7
3075;AL192019;10;20.6;48;0;90;11;38.1;-41.5;38;-41.5
3076;AL192019;15;20.2;49;0;115;11;38.4;-40;38.4;-39.7
3077;AL192019;19;19.5;51;0;65;20;39.3;-37.7;39.3;-37.7
3078;AL192019;19;18.9;48;0;60;16;40.3;-36.2;40.3;-36.2
3079;AL192019;15;19.1;40;0;65;16;41;-34.5;41;-34.5
3080;AL192019;14;19.9;32;0;70;14;40.8;-32.4;40.8;-32.4
3081;AL192019;21;19;29;0;95;16;40.6;-30.2;40.7;-30.2
3082;AL202019;22;28;52;28;330;5;19.9;-58.5;19.8;-58.5
3083;AL202019;24;27.9;50;26;320;7;20.3;-59.4;20.4;-59.4
3084;AL202019;19;28.1;53;35;290;9;20.4;-60.3;20.4;-60.3
3085;AL202019;19;28.1;53;44;295;8;20.5;-61;20.7;-60.9
3086;AL202019;21;28.2;50;54;285;7;20.8;-61.7;20.8;-61.7
3087;AL202019;19;28.1;51;49;0;5;21.3;-61.7;21.3;-61.7
3088;AL202019;14;28;49;38;5;6;21.9;-61.7;21.9;-61.5
3089;AL202019;18;27.9;46;25;15;7;22.4;-61.4;22.7;-61.3
3090;AL202019;20;27.9;41;22;25;7;22.9;-60.9;23.1;-60.8
3091;AL202019;22;27.8;38;21;45;7;23.5;-60.1;23.5;-60.1
3092;AL202019;30;27.7;34;24;45;14;24.2;-58.8;24.3;-58.6
3093;AL202019;40;27.1;34;12;65;13;24.5;-57.3;24.6;-57.3
3094;AL202019;44;26.4;35;2;75;13;25;-55.8;24.8;-55.9
3095;AL202019;41;26.4;32;2;65;14;25.8;-54.4;25.8;-54.4
3096;AL202019;43;26;33;0;65;15;26.7;-52.6;26.6;-52.8
3097;AL202019;42;25.6;35;0;60;15;28.1;-50.5;27.3;-51.4
3098;AL202019;41;24.4;38;0;55;23;29.6;-48.4;29.5;-48.5
3099;AL202019;34;23.9;39;0;45;24;31.5;-46.4;31.4;-46.4
3100;AL202019;34;22.1;41;0;40;26;33.5;-44.4;33.5;-44.5
3101;AL202019;37;21.6;44;0;50;28;35.2;-41.7;35.2;-41.7
3102;AL202019;39;20.9;43;0;55;28;36.6;-38.5;36.5;-38.7
3103;AL202019;44;19.8;41;0;60;34;38.2;-34.7;38.4;-34.3
3104;AL202019;46;18.9;40;0;60;33;40;-30.9;40;-30.8
3105;AL012020;13;25.7;51;0;20;11;28;-78.7;28;-78.8
3106;AL012020;10;24.6;51;0;35;11;28.9;-78;28.9;-77.9
3107;AL012020;10;24.9;49;0;20;10;29.6;-77.6;29.7;-77.7
3108;AL012020;4;25.3;50;0;20;8;30.3;-77.5;30.3;-77.4
3109;AL012020;9;25.5;50;0;15;7;31;-77.3;31;-77.3
3110;AL012020;14;25.3;52;0;25;8;31.9;-77;31.8;-77
3111;AL012020;19;25.1;54;0;15;11;33.1;-76.7;33.1;-76.8
3112;AL012020;25;24.1;59;0;25;15;34.4;-75.9;34.6;-75.8
3113;AL012020;31;22.8;64;0;35;14;35.5;-74.7;35.6;-74.6
3114;AL012020;32;23.4;64;0;50;14;36.2;-73.1;36.2;-73.2
3115;AL012020;35;23.1;61;0;55;14;36.8;-71.4;36.8;-71.5
3116;AL012020;39;23.5;57;0;70;14;37;-69.5;36.9;-69.5
3117;AL022020;13;24.4;63;0;320;8;32.6;-79.5;32.6;-79.4
3118;AL022020;16;24.6;65;0;335;12;33.7;-80.1;33.6;-80.2
3119;AL022020;18;23.6;62;0;340;13;34.9;-80.7;35;-80.3
3120;AL022020;24;22.5;65;0;345;16;37.1;-81.1;37.1;-81.1
3121;AL032020;20;30.2;83;44;325;8;19.4;-90.9;19.5;-90.9
3122;AL032020;15;29.4;84;25;285;8;19.6;-91.6;19.6;-91.7
3123;AL032020;15;29.3;84;22;270;4;19.6;-92.1;19.6;-92
3124;AL032020;11;29.2;81;20;270;4;19.5;-92.5;19.6;-92.4
3125;AL032020;7;29.3;81;22;210;3;19.2;-92.6;19.2;-92.7
3126;AL032020;10;29.4;82;24;180;1;19;-92.5;19.2;-92.3
3127;AL032020;14;29.5;82;26;145;2;18.9;-92.3;19;-92.1
3128;AL032020;11;29.4;82;27;150;2;18.8;-92.2;18.8;-92.1
3129;AL032020;12;29.7;82;34;150;3;18.5;-91.9;18.4;-91.9
3130;AL032020;15;29.9;81;36;135;2;18.2;-91.7;18.3;-91.8
3131;AL032020;17;30.3;84;20;135;3;17.9;-91.5;18;-91.5
3132;AL032020;17;30.5;83;6;125;3;17.7;-91.2;17.6;-91.2
3133;AL032020;16;30.7;82;6;110;3;17.6;-90.8;17.6;-90.9
3134;AL032020;17;30.7;82;6;90;3;17.9;-90.4;17.7;-90.5
3135;AL032020;17;30.7;78;6;20;6;18.6;-90.1;18.3;-90.2
3136;AL032020;12;29.9;73;17;0;9;19.6;-89.9;19.5;-90
3137;AL032020;9;28.5;71;26;15;11;20.8;-89.9;20.8;-89.7
3138;AL032020;12;27.3;68;7;0;12;22;-90;22.2;-90
3139;AL032020;9;27.5;65;10;350;12;23;-90.1;23.2;-90.2
3140;AL032020;3;27.4;64;14;0;10;23.9;-90.2;23.8;-90.1
3141;AL032020;5;27.4;64;23;350;9;24.8;-90.2;24.7;-90.2
3142;AL032020;3;27.5;62;26;0;10;25.8;-90.1;25.7;-90.2
3143;AL032020;10;27.2;58;14;0;10;26.9;-90;26.8;-90.1
3144;AL032020;6;26.8;55;2;5;13;28;-89.9;28.2;-89.9
3145;AL032020;6;26.7;50;1;0;6;29;-89.8;28.8;-89.9
3146;AL032020;11;27.5;47;5;0;8;29.8;-89.9;29.8;-89.8
3147;AL032020;7;27.4;42;2;335;8;30.6;-90.6;30.4;-90.6
3148;AL032020;4;26.9;40;1;325;13;31.7;-91.5;31.8;-91.6
3149;AL032020;10;26.8;42;1;330;13;32.9;-92;33.2;-92
3150;AL032020;9;27.4;46;1;345;13;34.2;-92.1;34.1;-92
3151;AL032020;11;28.1;42;3;0;17;38;-92.1;38.2;-92.1
